"ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0033048","negative regulation of mitotic sister chromatid segregation","7/36","43/18800",1.5574830607e-12,8.54019878283836e-11,5.50583924089563e-11,"AURKB/BUB1B/BUB3/MAD2L1/RAD21/SPDL1/ZWINT",7
"BP","GO:2000816","negative regulation of mitotic sister chromatid separation","7/36","43/18800",1.5574830607e-12,8.54019878283836e-11,5.50583924089563e-11,"AURKB/BUB1B/BUB3/MAD2L1/RAD21/SPDL1/ZWINT",7
"BP","GO:0051985","negative regulation of chromosome segregation","7/36","45/18800",2.18740149977887e-12,1.02807870489607e-10,6.62799101060815e-11,"AURKB/BUB1B/BUB3/MAD2L1/RAD21/SPDL1/ZWINT",7
"BP","GO:1905819","negative regulation of chromosome separation","7/36","45/18800",2.18740149977887e-12,1.02807870489607e-10,6.62799101060815e-11,"AURKB/BUB1B/BUB3/MAD2L1/RAD21/SPDL1/ZWINT",7
"BP","GO:0033047","regulation of mitotic sister chromatid segregation","7/36","46/18800",2.5765249934224e-12,1.13023563044796e-10,7.28659349017e-11,"AURKB/BUB1B/BUB3/MAD2L1/RAD21/SPDL1/ZWINT",7
"BP","GO:0045839","negative regulation of mitotic nuclear division","7/36","48/18800",3.53471840102723e-12,1.45365294242245e-10,9.37165470798666e-11,"AURKB/BUB1B/BUB3/MAD2L1/RAD21/SPDL1/ZWINT",7
"BP","GO:0051783","regulation of nuclear division","9/36","139/18800",4.03892269041089e-12,1.56330066487669e-10,1.00785501191058e-10,"AURKB/BUB1B/BUB3/MAD2L1/NUSAP1/RAD21/RAD51AP1/SPDL1/ZWINT",9
"BP","GO:0033044","regulation of chromosome organization","10/36","212/18800",5.29090717477716e-12,1.93412051166854e-10,1.24692139850012e-10,"AURKB/BUB1B/BUB3/FEN1/MAD2L1/NCAPG/RAD21/SMC4/SPDL1/ZWINT",10
"BP","GO:0051784","negative regulation of nuclear division","7/36","55/18800",9.65016314944908e-12,3.34200386965131e-10,2.15457936245317e-10,"AURKB/BUB1B/BUB3/MAD2L1/RAD21/SPDL1/ZWINT",7
"BP","GO:0044772","mitotic cell cycle phase transition","12/36","440/18800",1.75198440066096e-11,5.7158676693293e-10,3.68500187288387e-10,"AURKB/BUB1B/BUB3/CALM2/CCNE1/CKS2/FOXM1/MAD2L1/RAD21/SPDL1/UBE2S/ZWINT",12
"BP","GO:0030071","regulation of mitotic metaphase/anaphase transition","7/36","60/18800",1.82421308595616e-11,5.7158676693293e-10,3.68500187288387e-10,"AURKB/BUB1B/BUB3/MAD2L1/RAD21/SPDL1/ZWINT",7
"BP","GO:0007091","metaphase/anaphase transition of mitotic cell cycle","7/36","62/18800",2.31667672619529e-11,6.928969481075e-10,4.46708478783111e-10,"AURKB/BUB1B/BUB3/MAD2L1/RAD21/SPDL1/ZWINT",7
"BP","GO:1902099","regulation of metaphase/anaphase transition of cell cycle","7/36","63/18800",2.60273727888399e-11,7.44609186741594e-10,4.8004719605961e-10,"AURKB/BUB1B/BUB3/MAD2L1/RAD21/SPDL1/ZWINT",7
"BP","GO:0007088","regulation of mitotic nuclear division","8/36","111/18800",3.01548472809447e-11,8.26605067454088e-10,5.32909681945285e-10,"AURKB/BUB1B/BUB3/MAD2L1/NUSAP1/RAD21/SPDL1/ZWINT",8
"BP","GO:0010965","regulation of mitotic sister chromatid separation","7/36","65/18800",3.26622063127755e-11,8.26605067454088e-10,5.32909681945285e-10,"AURKB/BUB1B/BUB3/MAD2L1/RAD21/SPDL1/ZWINT",7
"BP","GO:0044784","metaphase/anaphase transition of cell cycle","7/36","65/18800",3.26622063127755e-11,8.26605067454088e-10,5.32909681945285e-10,"AURKB/BUB1B/BUB3/MAD2L1/RAD21/SPDL1/ZWINT",7
"BP","GO:0051306","mitotic sister chromatid separation","7/36","68/18800",4.52977901149658e-11,1.10392392206102e-09,7.11696273541179e-10,"AURKB/BUB1B/BUB3/MAD2L1/RAD21/SPDL1/ZWINT",7
"BP","GO:0033045","regulation of sister chromatid segregation","7/36","72/18800",6.84602483340555e-11,1.55333942771754e-09,1.00143303370687e-09,"AURKB/BUB1B/BUB3/MAD2L1/RAD21/SPDL1/ZWINT",7
"BP","GO:1905818","regulation of chromosome separation","7/36","72/18800",6.84602483340555e-11,1.55333942771754e-09,1.00143303370687e-09,"AURKB/BUB1B/BUB3/MAD2L1/RAD21/SPDL1/ZWINT",7
"BP","GO:0007094","mitotic spindle assembly checkpoint signaling","6/36","38/18800",8.39958333570698e-11,1.72716432340475e-09,1.113497396148e-09,"AURKB/BUB1B/BUB3/MAD2L1/SPDL1/ZWINT",6
"BP","GO:0071173","spindle assembly checkpoint signaling","6/36","38/18800",8.39958333570698e-11,1.72716432340475e-09,1.113497396148e-09,"AURKB/BUB1B/BUB3/MAD2L1/SPDL1/ZWINT",6
"BP","GO:0071174","mitotic spindle checkpoint signaling","6/36","38/18800",8.39958333570698e-11,1.72716432340475e-09,1.113497396148e-09,"AURKB/BUB1B/BUB3/MAD2L1/SPDL1/ZWINT",6
"BP","GO:0031577","spindle checkpoint signaling","6/36","39/18800",9.91319054975251e-11,1.97663011567792e-09,1.27432720623613e-09,"AURKB/BUB1B/BUB3/MAD2L1/SPDL1/ZWINT",6
"BP","GO:2001251","negative regulation of chromosome organization","7/36","89/18800",3.12928647531205e-10,6.05608970810391e-09,3.90434194907355e-09,"AURKB/BUB1B/BUB3/MAD2L1/RAD21/SPDL1/ZWINT",7
"BP","GO:0051983","regulation of chromosome segregation","7/36","91/18800",3.66602797223658e-10,6.89213258780478e-09,4.44333615883111e-09,"AURKB/BUB1B/BUB3/MAD2L1/RAD21/SPDL1/ZWINT",7
"BP","GO:0051304","chromosome separation","7/36","97/18800",5.77139216620542e-10,1.0548822348231e-08,6.80079252333563e-09,"AURKB/BUB1B/BUB3/MAD2L1/RAD21/SPDL1/ZWINT",7
"BP","GO:1901988","negative regulation of cell cycle phase transition","8/36","255/18800",2.23720977156257e-08,3.97860548564371e-07,2.56499441803618e-07,"AURKB/BUB1B/BUB3/MAD2L1/RAD21/SPDL1/WDR76/ZWINT",8
"BP","GO:0000075","cell cycle checkpoint signaling","7/36","170/18800",2.92346370727085e-08,5.06220820890585e-07,3.26358967875389e-07,"AURKB/BUB1B/BUB3/MAD2L1/SPDL1/WDR76/ZWINT",7
"BP","GO:0051321","meiotic cell cycle","8/36","266/18800",3.10504877967836e-08,5.23877460776503e-07,3.37742147965015e-07,"BUB1B/BUB3/CCNE1/CKS2/MSH6/RAD21/RAD51AP1/SMC4",8
"BP","GO:1901991","negative regulation of mitotic cell cycle phase transition","7/36","183/18800",4.85466531169638e-08,7.98592443774054e-07,5.14850031740431e-07,"AURKB/BUB1B/BUB3/MAD2L1/RAD21/SPDL1/ZWINT",7
"BP","GO:0010948","negative regulation of cell cycle process","8/36","301/18800",8.06571490343151e-08,1.29444887962389e-06,8.34527113243363e-07,"AURKB/BUB1B/BUB3/MAD2L1/RAD21/SPDL1/WDR76/ZWINT",8
"BP","GO:1903046","meiotic cell cycle process","7/36","207/18800",1.1286379570697e-07,1.76819946607586e-06,1.13995262330599e-06,"BUB1B/CCNE1/CKS2/MSH6/RAD21/RAD51AP1/SMC4",7
"BP","GO:0045787","positive regulation of cell cycle","8/36","329/18800",1.59552535572644e-07,2.39182992743499e-06,1.54200521637546e-06,"AURKB/CKS2/FEN1/MAD2L1/NUSAP1/RAD21/RAD51AP1/SPAG5",8
"BP","GO:0007093","mitotic cell cycle checkpoint signaling","6/36","130/18800",1.59939995147628e-07,2.39182992743499e-06,1.54200521637546e-06,"AURKB/BUB1B/BUB3/MAD2L1/SPDL1/ZWINT",6
"BP","GO:0007346","regulation of mitotic cell cycle","9/36","478/18800",2.10578858526458e-07,3.07913086467576e-06,1.9851059645886e-06,"AURKB/BUB1B/BUB3/CKS2/MAD2L1/NUSAP1/RAD21/SPDL1/ZWINT",9
"BP","GO:0045930","negative regulation of mitotic cell cycle","7/36","234/18800",2.59735312664316e-07,3.71534425506783e-06,2.39527073235056e-06,"AURKB/BUB1B/BUB3/MAD2L1/RAD21/SPDL1/ZWINT",7
"BP","GO:0009411","response to UV","6/36","146/18800",3.18068780011125e-07,4.45296292015575e-06,2.87081116113065e-06,"AURKB/FEN1/MSH6/PBK/POLD3/USP1",6
"BP","GO:0090068","positive regulation of cell cycle process","7/36","247/18800",3.74381808272933e-07,5.13215062174145e-06,3.30868133188579e-06,"AURKB/FEN1/MAD2L1/NUSAP1/RAD21/RAD51AP1/SPAG5",7
"BP","GO:0006261","DNA-templated DNA replication","6/36","159/18800",5.25745508058449e-07,7.06001110821346e-06,4.55156691187014e-06,"CCNE1/FEN1/NUCKS1/ORC6/POLD3/RFC2",6
"BP","GO:0045786","negative regulation of cell cycle","8/36","387/18800",5.48151913089843e-07,7.21367917626234e-06,4.65063623105698e-06,"AURKB/BUB1B/BUB3/MAD2L1/RAD21/SPDL1/WDR76/ZWINT",8
"BP","GO:2001252","positive regulation of chromosome organization","5/36","89/18800",7.12680015466056e-07,9.04490723854821e-06,5.83122319170521e-06,"AURKB/FEN1/NCAPG/RAD21/SMC4",5
"BP","GO:0008608","attachment of spindle microtubules to kinetochore","4/36","37/18800",7.14795100918704e-07,9.04490723854821e-06,5.83122319170521e-06,"AURKB/BUB3/SPAG5/SPC25",4
"BP","GO:1901987","regulation of cell cycle phase transition","8/36","415/18800",9.27758496642292e-07,1.15182092602005e-05,7.42575321046363e-06,"AURKB/BUB1B/BUB3/MAD2L1/RAD21/SPDL1/WDR76/ZWINT",8
"BP","GO:0031055","chromatin remodeling at centromere","3/36","11/18800",1.05281531886599e-06,1.28287496261819e-05,8.27065445424942e-06,"HELLS/HJURP/OIP5",3
"BP","GO:0009314","response to radiation","8/36","438/18800",1.38992875100216e-06,1.64642632491581e-05,1.06144586296764e-05,"AURKB/FEN1/MSH6/NUCKS1/PBK/POLD3/RAD51AP1/USP1",8
"BP","GO:0140013","meiotic nuclear division","6/36","188/18800",1.40121389354537e-06,1.64642632491581e-05,1.06144586296764e-05,"BUB1B/CCNE1/CKS2/RAD21/RAD51AP1/SMC4",6
"BP","GO:1901990","regulation of mitotic cell cycle phase transition","7/36","321/18800",2.16219596639007e-06,2.49600867699064e-05,1.6091689278951e-05,"AURKB/BUB1B/BUB3/MAD2L1/RAD21/SPDL1/ZWINT",7
"BP","GO:0010638","positive regulation of organelle organization","8/36","487/18800",3.05957827997659e-06,3.47103880728378e-05,2.23776778009177e-05,"AURKB/FEN1/NCAPG/NUSAP1/RAD21/RAD51AP1/SMC4/SPAG5",8
"BP","GO:0051438","regulation of ubiquitin-protein transferase activity","4/36","56/18800",3.87356300405542e-06,4.32000755367537e-05,2.78509525536902e-05,"BUB1B/BUB3/MAD2L1/UBE2S",4
"BP","GO:0010639","negative regulation of organelle organization","7/36","356/18800",4.28186621714464e-06,4.69577995146862e-05,3.02735453598121e-05,"AURKB/BUB1B/BUB3/MAD2L1/RAD21/SPDL1/ZWINT",7
"BP","GO:0061982","meiosis I cell cycle process","5/36","136/18800",5.79291516821885e-06,6.24875111588197e-05,4.02855015149645e-05,"CCNE1/CKS2/MSH6/RAD21/RAD51AP1",5
"BP","GO:0007076","mitotic chromosome condensation","3/36","19/18800",6.11810226791285e-06,6.2901738941979e-05,4.05525528613303e-05,"NCAPG/NUSAP1/SMC4",3
"BP","GO:0034501","protein localization to kinetochore","3/36","19/18800",6.11810226791285e-06,6.2901738941979e-05,4.05525528613303e-05,"AURKB/BUB3/SPDL1",3
"BP","GO:1903083","protein localization to condensed chromosome","3/36","19/18800",6.11810226791285e-06,6.2901738941979e-05,4.05525528613303e-05,"AURKB/BUB3/SPDL1",3
"BP","GO:0051310","metaphase plate congression","4/36","65/18800",7.05330418174545e-06,7.14011407936693e-05,4.60320904492861e-05,"AURKB/CDCA8/SPAG5/SPDL1",4
"BP","GO:1902850","microtubule cytoskeleton organization involved in mitosis","5/36","151/18800",9.64630947185371e-06,9.51150990464463e-05,6.13204046004125e-05,"AURKB/MAD2L1/NUSAP1/SPC25/SPDL1",5
"BP","GO:0051444","negative regulation of ubiquitin-protein transferase activity","3/36","22/18800",9.68497209135547e-06,9.51150990464463e-05,6.13204046004125e-05,"BUB1B/BUB3/MAD2L1",3
"BP","GO:0070192","chromosome organization involved in meiotic cell cycle","4/36","72/18800",1.06161046848885e-05,0.000102726424744951,6.62274022911777e-05,"BUB1B/CCNE1/RAD21/SMC4",4
"BP","GO:0006302","double-strand break repair","6/36","273/18800",1.19886422902164e-05,0.000114326472854527,7.37059167499191e-05,"FEN1/FOXM1/HMGB2/NUCKS1/RAD21/RAD51AP1",6
"BP","GO:0006260","DNA replication","6/36","280/18800",1.38409507059113e-05,0.000130104936635566,8.38782426237935e-05,"CCNE1/FEN1/NUCKS1/ORC6/POLD3/RFC2",6
"BP","GO:0071459","protein localization to chromosome, centromeric region","3/36","25/18800",1.44075595674044e-05,0.000133523580216227,8.60822313664043e-05,"AURKB/BUB3/SPDL1",3
"BP","GO:0051303","establishment of chromosome localization","4/36","81/18800",1.69590643852869e-05,0.00015498700507665,9.99196337320269e-05,"AURKB/CDCA8/SPAG5/SPDL1",4
"BP","GO:0050000","chromosome localization","4/36","83/18800",1.86805457928835e-05,0.000168380810023525,0.000108554577570758,"AURKB/CDCA8/SPAG5/SPDL1",4
"BP","GO:0009416","response to light stimulus","6/36","310/18800",2.45892038815732e-05,0.000218644542622637,0.000140959447571465,"AURKB/FEN1/MSH6/PBK/POLD3/USP1",6
"BP","GO:0051052","regulation of DNA metabolic process","7/36","472/18800",2.67112719223163e-05,0.000234346892331788,0.000151082702943066,"AURKB/FOXM1/MSH6/NUCKS1/RAD51AP1/RFC2/USP1",7
"BP","GO:0071478","cellular response to radiation","5/36","187/18800",2.70895203242984e-05,0.00023453821543932,0.000151206048347538,"AURKB/NUCKS1/PBK/POLD3/RAD51AP1",5
"BP","GO:0034508","centromere complex assembly","3/36","31/18800",2.79359129697062e-05,0.000238725074468398,0.000153905303168716,"HELLS/HJURP/OIP5",3
"BP","GO:0034502","protein localization to chromosome","4/36","93/18800",2.92795847224984e-05,0.000246999573684666,0.000159239846736395,"AURKB/BUB3/RAD21/SPDL1",4
"BP","GO:0006310","DNA recombination","6/36","324/18800",3.15062032922596e-05,0.000262418756535529,0.000169180545326857,"FEN1/HMGB2/MSH6/NUCKS1/RAD21/RAD51AP1",6
"BP","GO:0045132","meiotic chromosome segregation","4/36","96/18800",3.31773988045171e-05,0.000272884105167153,0.000175927522608163,"BUB1B/CCNE1/RAD21/SMC4",4
"BP","GO:0006336","DNA replication-independent chromatin assembly","3/36","33/18800",3.3819299584998e-05,0.000274729618850972,0.000177117319463992,"ASF1B/HJURP/OIP5",3
"BP","GO:0034724","DNA replication-independent chromatin organization","3/36","34/18800",3.7043363149754e-05,0.000297250401860221,0.000191636397295903,"ASF1B/HJURP/OIP5",3
"BP","GO:0065004","protein-DNA complex assembly","5/36","203/18800",4.01205333669673e-05,0.000316959436825603,0.000204342750025145,"ASF1B/HELLS/HJURP/HMGB2/OIP5",5
"BP","GO:0040001","establishment of mitotic spindle localization","3/36","35/18800",4.04629068288004e-05,0.000316959436825603,0.000204342750025145,"MAD2L1/NUSAP1/SPDL1",3
"BP","GO:0031497","chromatin assembly","5/36","205/18800",4.20408875903398e-05,0.000325445929816983,0.000209813965311541,"ASF1B/HELLS/HJURP/HMGB2/OIP5",5
"BP","GO:0071824","protein-DNA complex subunit organization","5/36","237/18800",8.36394251600994e-05,0.000639938857620295,0.000412566564743208,"ASF1B/HELLS/HJURP/HMGB2/OIP5",5
"BP","GO:0006334","nucleosome assembly","4/36","126/18800",9.59650415036778e-05,0.000725804566774942,0.00046792391682979,"ASF1B/HJURP/HMGB2/OIP5",4
"BP","GO:0051656","establishment of organelle localization","6/36","404/18800",0.000107051696239334,0.000800454728698659,0.000516050640962342,"AURKB/CDCA8/MAD2L1/NUSAP1/SPAG5/SPDL1",6
"BP","GO:0007127","meiosis I","4/36","130/18800",0.000108315084739142,0.000800801413015228,0.000516274147248659,"CCNE1/CKS2/RAD21/RAD51AP1",4
"BP","GO:0030261","chromosome condensation","3/36","49/18800",0.000111823896014773,0.000817556928641343,0.000527076375367879,"NCAPG/NUSAP1/SMC4",3
"BP","GO:0051293","establishment of spindle localization","3/36","50/18800",0.000118805288241303,0.000859053622667886,0.000553829163230136,"MAD2L1/NUSAP1/SPDL1",3
"BP","GO:0007080","mitotic metaphase plate congression","3/36","51/18800",0.000126064772591524,0.000901637177882853,0.000581282647075332,"AURKB/CDCA8/SPDL1",3
"BP","GO:0006338","chromatin remodeling","5/36","266/18800",0.00014379993806742,0.00100942626688083,0.000650773933055473,"ASF1B/HELLS/HJURP/HMGB2/OIP5",5
"BP","GO:0000086","G2/M transition of mitotic cell cycle","4/36","140/18800",0.000144203752411548,0.00100942626688083,0.000650773933055473,"AURKB/CALM2/FOXM1/RAD21",4
"BP","GO:0051653","spindle localization","3/36","55/18800",0.00015798149121116,0.00109422969702045,0.000705446437208834,"MAD2L1/NUSAP1/SPDL1",3
"BP","GO:0060623","regulation of chromosome condensation","2/36","11/18800",0.000193966546573326,0.00132099067083742,0.000851638522392386,"NCAPG/SMC4",2
"BP","GO:0035825","homologous recombination","3/36","59/18800",0.000194735706795182,0.00132099067083742,0.000851638522392386,"NUCKS1/RAD21/RAD51AP1",3
"BP","GO:0044839","cell cycle G2/M phase transition","4/36","155/18800",0.000213187197459547,0.00143139975437124,0.000922818910592881,"AURKB/CALM2/FOXM1/RAD21",4
"BP","GO:0034728","nucleosome organization","4/36","159/18800",0.000235011839883245,0.00155702639326594,0.00100381000877648,"ASF1B/HJURP/HMGB2/OIP5",4
"BP","GO:0007062","sister chromatid cohesion","3/36","63/18800",0.000236630150952271,0.00155702639326594,0.00100381000877648,"BUB1B/FEN1/RAD21",3
"BP","GO:0000724","double-strand break repair via homologous recombination","4/36","162/18800",0.000252404782463912,0.0016443796718936,0.00106012639221424,"FEN1/NUCKS1/RAD21/RAD51AP1",4
"BP","GO:0000725","recombinational repair","4/36","164/18800",0.000264503145987909,0.00170630460843181,0.00110004920364425,"FEN1/NUCKS1/RAD21/RAD51AP1",4
"BP","GO:0051988","regulation of attachment of spindle microtubules to kinetochore","2/36","13/18800",0.00027441754655643,0.00175307520033137,0.00113020205684457,"AURKB/SPAG5",2
"BP","GO:0071214","cellular response to abiotic stimulus","5/36","323/18800",0.000353336269144378,0.00221424061997144,0.00142751394952566,"AURKB/NUCKS1/PBK/POLD3/RAD51AP1",5
"BP","GO:0104004","cellular response to environmental stimulus","5/36","323/18800",0.000353336269144378,0.00221424061997144,0.00142751394952566,"AURKB/NUCKS1/PBK/POLD3/RAD51AP1",5
"BP","GO:0051782","negative regulation of cell division","2/36","18/18800",0.000535047767532638,0.00332133425506109,0.00214125372706706,"AURKB/ORC6",2
"BP","GO:0031397","negative regulation of protein ubiquitination","3/36","84/18800",0.000552334480010274,0.00339659895183888,0.00218977663988333,"BUB1B/BUB3/MAD2L1",3
"BP","GO:0051098","regulation of binding","5/36","366/18800",0.00062439515318026,0.00380418528511677,0.00245254626444098,"AURKB/CALM2/HJURP/HMGB2/NUCKS1",5
"BP","GO:0034644","cellular response to UV","3/36","88/18800",0.000632777950446006,0.00381988891186671,0.00246267034311676,"AURKB/PBK/POLD3",3
"BP","GO:0031396","regulation of protein ubiquitination","4/36","213/18800",0.000710152901729117,0.00424800553943417,0.00273867578370176,"BUB1B/BUB3/MAD2L1/UBE2S",4
"BP","GO:0007063","regulation of sister chromatid cohesion","2/36","21/18800",0.000731730967238877,0.00433764843642506,0.00279646827688258,"FEN1/RAD21",2
"BP","GO:0043486","histone exchange","2/36","22/18800",0.00080393556675363,0.00472312145467758,0.00304498151693339,"HJURP/OIP5",2
"BP","GO:1903321","negative regulation of protein modification by small protein conjugation or removal","3/36","96/18800",0.000815295547371953,0.00474747318735173,0.00306068100224404,"BUB1B/BUB3/MAD2L1",3
"BP","GO:1904666","regulation of ubiquitin protein ligase activity","2/36","24/18800",0.000958236625326784,0.00553087455671073,0.00356573739618369,"MAD2L1/UBE2S",2
"BP","GO:1903320","regulation of protein modification by small protein conjugation or removal","4/36","246/18800",0.00121273798404919,0.00687915166814111,0.00443496740083325,"BUB1B/BUB3/MAD2L1/UBE2S",4
"BP","GO:2001020","regulation of response to DNA damage stimulus","4/36","246/18800",0.00121273798404919,0.00687915166814111,0.00443496740083325,"FOXM1/RAD51AP1/USP1/WDR76",4
"BP","GO:0000132","establishment of mitotic spindle orientation","2/36","30/18800",0.00149940039212721,0.00843252528221967,0.00543642247437934,"MAD2L1/SPDL1",2
"BP","GO:0051054","positive regulation of DNA metabolic process","4/36","263/18800",0.00155066478430889,0.00864692735656991,0.00557464681602572,"AURKB/FOXM1/RAD51AP1/RFC2",4
"BP","GO:0051101","regulation of DNA binding","3/36","121/18800",0.00159027433229918,0.00872000425544051,0.00562175926242606,"CALM2/HJURP/HMGB2",3
"BP","GO:0071482","cellular response to light stimulus","3/36","121/18800",0.00159027433229918,0.00872000425544051,0.00562175926242606,"AURKB/PBK/POLD3",3
"BP","GO:0036297","interstrand cross-link repair","2/36","32/18800",0.00170555372784975,0.00927482936301762,0.00597945326075204,"NUCKS1/RAD51AP1",2
"BP","GO:0006298","mismatch repair","2/36","33/18800",0.00181340756193134,0.00978050963730183,0.00630546373993383,"MSH6/POLD3",2
"BP","GO:1901976","regulation of cell cycle checkpoint","2/36","34/18800",0.00192443032435519,0.0102949199465505,0.00663710244514456,"MAD2L1/WDR76",2
"BP","GO:0000723","telomere maintenance","3/36","132/18800",0.00203934076457016,0.0108216630894126,0.00697669208931898,"AURKB/CCNE1/FEN1",3
"BP","GO:0051294","establishment of spindle orientation","2/36","36/18800",0.00215593527668329,0.0113488432964608,0.00731656350739677,"MAD2L1/SPDL1",2
"BP","GO:0022616","DNA strand elongation","2/36","37/18800",0.00227639386667286,0.0118878346370694,0.00766404952605817,"NUCKS1/POLD3",2
"BP","GO:0006270","DNA replication initiation","2/36","38/18800",0.00239997418503116,0.0124345119192953,0.00801649064705807,"CCNE1/ORC6",2
"BP","GO:0006282","regulation of DNA repair","3/36","152/18800",0.0030426024613209,0.0156408782777278,0.0100836249334895,"FOXM1/RAD51AP1/USP1",3
"BP","GO:0032200","telomere organization","3/36","162/18800",0.00364011246236896,0.0185673953506882,0.011970341267521,"AURKB/CCNE1/FEN1",3
"BP","GO:0032873","negative regulation of stress-activated MAPK cascade","2/36","50/18800",0.00412219739314217,0.0207053884327294,0.0133486986696368,"FOXM1/PBK",2
"BP","GO:0070303","negative regulation of stress-activated protein kinase signaling cascade","2/36","50/18800",0.00412219739314217,0.0207053884327294,0.0133486986696368,"FOXM1/PBK",2
"BP","GO:0072091","regulation of stem cell proliferation","2/36","51/18800",0.0042853048470422,0.0213615953738922,0.013771753216571,"CCNE1/HMGB2",2
"BP","GO:0000910","cytokinesis","3/36","174/18800",0.00444596732483651,0.021995838343928,0.0141806476605391,"AURKB/CALM2/NUSAP1",3
"BP","GO:0007129","homologous chromosome pairing at meiosis","2/36","53/18800",0.0046203898132665,0.0226881828143982,0.0146269999587305,"CCNE1/RAD21",2
"BP","GO:0007131","reciprocal meiotic recombination","2/36","57/18800",0.00532572492118377,0.0255202330255572,0.0164528138046705,"RAD21/RAD51AP1",2
"BP","GO:0043388","positive regulation of DNA binding","2/36","57/18800",0.00532572492118377,0.0255202330255572,0.0164528138046705,"CALM2/HMGB2",2
"BP","GO:0140527","reciprocal homologous recombination","2/36","57/18800",0.00532572492118377,0.0255202330255572,0.0164528138046705,"RAD21/RAD51AP1",2
"BP","GO:0051302","regulation of cell division","3/36","186/18800",0.00535226771660622,0.0255202330255572,0.0164528138046705,"AURKB/CALM2/ORC6",3
"BP","GO:0007051","spindle organization","3/36","188/18800",0.00551332550222004,0.0260990516579913,0.0168259763528563,"AURKB/SPAG5/SPC25",3
"BP","GO:0051785","positive regulation of nuclear division","2/36","59/18800",0.0056957961152681,0.0267702417417601,0.0172586904846094,"NUSAP1/RAD51AP1",2
"BP","GO:0071897","DNA biosynthetic process","3/36","194/18800",0.00601395166854156,0.0280651077865273,0.0180934865429059,"AURKB/POLD3/RFC2",3
"BP","GO:0010972","negative regulation of G2/M transition of mitotic cell cycle","2/36","62/18800",0.00627240766720173,0.0290651003170334,0.018738178575851,"AURKB/RAD21",2
"BP","GO:1902750","negative regulation of cell cycle G2/M phase transition","2/36","64/18800",0.00667102331178334,0.0304828704107878,0.019652210487198,"AURKB/RAD21",2
"BP","GO:2000781","positive regulation of double-strand break repair","2/36","64/18800",0.00667102331178334,0.0304828704107878,0.019652210487198,"FOXM1/RAD51AP1",2
